0.000000	0.000000	100.000000
1.000000	0.000000	100.000000
2.000000	0.000000	100.000000
3.000000	0.000000	100.000000
4.000000	0.000000	100.000000
5.000000	0.000000	100.000000
6.000000	0.000000	100.000000
7.000000	0.000000	100.000000
8.000000	0.000000	100.000000
9.000000	0.000000	100.000000
10.000000	0.000000	100.000000
11.000000	0.000000	100.000000
12.000000	0.000000	100.000000
13.000000	0.000000	100.000000
14.000000	0.000000	100.000000
15.000000	0.000000	100.000000
16.000000	0.000000	100.000000
17.000000	0.000000	100.000000
18.000000	0.000000	100.000000
19.000000	0.000000	100.000000
20.000000	0.000000	100.000000
21.000000	0.000000	100.000000
22.000000	0.000000	100.000000
23.000000	0.000000	100.000000
24.000000	0.000000	100.000000
25.000000	0.000000	100.000000
26.000000	0.000000	76.269265
27.000000	0.000000	67.617261
28.000000	0.000000	64.125699
29.000000	0.000000	62.633312
30.000000	0.000000	61.992126
31.000000	0.000000	61.730520
32.000000	0.000000	61.640649
33.000000	0.000000	61.640649
34.000000	0.000000	61.730520
35.000000	0.000000	61.992126
36.000000	0.000000	62.633312
37.000000	0.000000	64.125699
38.000000	0.000000	67.617261
39.000000	0.000000	76.269265
40.000000	0.000000	100.000000
41.000000	0.000000	100.000000
42.000000	0.000000	100.000000
43.000000	0.000000	100.000000
44.000000	0.000000	100.000000
45.000000	0.000000	100.000000
46.000000	0.000000	100.000000
47.000000	0.000000	100.000000
48.000000	0.000000	100.000000
49.000000	0.000000	100.000000
50.000000	0.000000	100.000000
51.000000	0.000000	100.000000
52.000000	0.000000	100.000000
53.000000	0.000000	100.000000
54.000000	0.000000	100.000000
55.000000	0.000000	100.000000
56.000000	0.000000	100.000000
57.000000	0.000000	100.000000
58.000000	0.000000	100.000000
59.000000	0.000000	100.000000
60.000000	0.000000	100.000000
61.000000	0.000000	100.000000
62.000000	0.000000	100.000000
63.000000	0.000000	100.000000
64.000000	0.000000	100.000000
65.000000	0.000000	100.000000
0.000000	1.000000	0.000000
1.000000	1.000000	49.987734
2.000000	1.000000	69.739835
3.000000	1.000000	79.020694
4.000000	1.000000	84.092234
5.000000	1.000000	87.207420
6.000000	1.000000	89.289889
7.000000	1.000000	90.767566
8.000000	1.000000	91.859869
9.000000	1.000000	92.689322
10.000000	1.000000	93.327941
11.000000	1.000000	93.820173
12.000000	1.000000	94.192870
13.000000	1.000000	94.462016
14.000000	1.000000	94.634492
15.000000	1.000000	94.710248
16.000000	1.000000	94.680810
17.000000	1.000000	94.528214
18.000000	1.000000	94.218997
19.000000	1.000000	93.694598
